x,y
37.454011884736246,106.24644175898575
95.07143064099162,238.70835608850302
73.1993941811405,195.75130874891633
59.86584841970366,100.03755361123237
15.601864044243651,42.41450347548377
15.599452033620265,59.712007229403056
5.8083612168199465,68.85772438429535
86.61761457749351,210.99592989552434
60.11150117432088,136.02394484900657
70.80725777960456,171.9654331414753
2.0584494295802447,42.60818710501283
96.99098521619943,262.3399963302891
83.24426408004217,202.21785408709425
21.233911067827616,78.48280066296972
18.182496720710063,58.368568282216366
18.34045098534338,84.91047717934512
30.42422429595377,64.99896792356385
52.475643163223786,131.35924351012642
43.194501864211574,106.22301006656421
29.122914019804192,38.901836605546926
61.18528947223795,171.84683199253215
13.949386065204184,52.70512332840714
29.214464853521815,83.18956583307836
36.63618432936917,94.55284682216852
45.606998421703594,81.55637379274656
78.51759613930136,193.67463066529263
19.967378215835975,49.63701004378686
51.42344384136116,114.49029152675435
59.24145688620425,153.26507086553033
4.645041271999773,33.734128884435584
60.75448519014384,218.4717900116755
17.052412368729154,57.86836530677805
6.505159298527952,33.98940996800281
94.88855372533332,244.9880068403483
96.56320330745594,193.84487180966858
80.83973481164611,211.30392076563876
30.46137691733707,87.96034859157348
9.767211400638388,108.31529187615455
68.42330265121569,175.28742768460555
44.01524937396013,129.0845437049087
12.203823484477883,39.46820562003741
49.51769101112702,98.7338863992316
3.4388521115218396,52.88181471425521
90.9320402078782,259.88809150029874
25.87799816000169,98.42595381129564
66.2522284353982,148.34894744465333
31.171107608941096,130.01159835043572
52.00680211778108,97.96147341068428
54.67102793432797,164.28328264982804
18.485445552552704,121.92728265568111
96.95846277645586,222.680067187219
77.51328233611146,186.79427395219548
93.9498941564189,247.8642763436765
89.48273504276489,218.60256798342624
59.78999788110851,112.9550917707873
92.18742350231169,242.52544799996002
8.84925020519195,0.25401410119673073
19.59828624191452,73.20348852384174
4.522728891053807,-6.275904799379578
32.53303307632643,137.83061484134225
38.8677289689482,83.67172365228339
27.134903177389592,68.17541245730372
82.87375091519293,241.5898938090724
35.67533266935893,62.26240218037867
28.093450968738075,87.05742545996907
54.26960831582485,184.88830341803498
14.092422497476264,-2.9934407931461635
80.21969807540397,216.08826094447906
7.455064367977082,36.43414474739541
98.68869366005173,280.17642030344865
77.22447692966574,165.95267099782188
19.87156815341724,20.06522199101481
0.5522117123602399,27.03877624940753
81.54614284548342,222.77489731070412
70.68573438476172,194.22912147228058
72.90071680409874,202.6452382951561
77.12703466859458,182.4168450241317
7.4044651734090365,35.478773848352695
35.84657285442726,108.40860633502858
11.586905952512971,17.536722340491398
86.31034258755935,281.7490918032411
62.329812682755794,180.0395193342431
33.08980248526492,56.985401297082845
6.355835028602364,45.5861958305208
31.09823217156622,58.5051303220959
32.518332202674706,114.90836861896034
72.96061783380641,227.15941195473815
63.75574713552131,144.76889828825196
88.72127425763266,260.7044695214113
47.22149251619493,140.43715909858227
11.959424593830171,64.56036628441012
71.3244787222995,245.21498628536716
76.07850486168974,192.83461867413823
56.127719756949624,127.70721446164937
77.0967179954561,176.05636209987458
49.379559636439076,108.97459054213455
52.27328293819941,138.3701560630754
42.75410183585496,127.11981383413672
2.541912674409519,24.65550566592437
10.789142699330444,61.78835421940683
